gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	NE_FB	NE_HFC	NE_KC	NE_KC_Channel	NE_LC	NE_LEC	NE_Lymphocyte	NE_MEC	NE_MEL	NE_Mac-DC	NE_Mast	NE_Pc-vSMC	NE_SGC	NE_Schwann	NE_Sebocyte	NE_VEC	NF_FB	NF_HFC	NF_KC	NF_KC_Channel	NF_LC	NF_LEC	NF_Lymphocyte	NF_MEC	NF_MEL	NF_Mac-DC	NF_Mast	NF_Pc-vSMC	NF_SGC	NF_Schwann	NF_Sebocyte	NF_VEC	NP_FB	NP_HFC	NP_KC	NP_KC_Channel	NP_LC	NP_LEC	NP_Lymphocyte	NP_MEC	NP_MEL	NP_Mac-DC	NP_Mast	NP_Pc-vSMC	NP_SGC	NP_Schwann	NP_VEC	NT_FB	NT_HFC	NT_KC	NT_KC_Channel	NT_LC	NT_LEC	NT_Lymphocyte	NT_MEC	NT_MEL	NT_Mac-DC	NT_Mast	NT_Pc-vSMC	NT_SGC	NT_Schwann	NT_Sebocyte	NT_VEC	PS_FB	PS_HFC	PS_KC	PS_KC_Channel	PS_LC	PS_LEC	PS_Lymphocyte	PS_MEC	PS_MEL	PS_Mac-DC	PS_Mast	PS_Pc-vSMC	PS_SGC	PS_Schwann	PS_Sebocyte	PS_VEC
PSPN	O60542	False	PSPN_HUMAN		CPI-SC014EF7114	PSPN	0.006	0.006	0.003	0.006	0.002	0.005	0.003	0.002	0.005	0.003	0.008	0.006	0.005	0.007	0.005	0.007	0.007	0.007	0.005	0.007	0.003	0.006	0.002	0.005	0.007	0.007	0.0	0.004	0.004	0.016	0.006	0.008	0.006	0.0	0.005	0.005	0.0	0.002	0.002	0.001	0.006	0.007	0.005	0.005	0.004	0.0	0.008	0.006	0.005	0.004	0.005	0.002	0.005	0.003	0.006	0.006	0.003	0.0	0.006	0.004	0.007	0.007	0.008	0.008	0.0	0.004	0.003	0.0	0.005	0.003	0.02	0.009	0.004	0.0	0.006	0.007	0.002	0.0	0.007
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SC0DC2F1E07	ADIPOQ	0.002	0.0	0.0	0.001	0.003	0.002	0.001	0.0	0.001	0.001	0.0	0.001	0.002	0.0	0.0	0.001	0.001	0.0	0.0	0.001	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.001	0.0	0.0	0.001	0.003	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.002	0.001	0.002	0.0	0.0	0.001	0.01	0.004	0.001	0.0	0.002	0.001	0.0	0.001	0.002	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001
ALB	P02768	False	ALBU_HUMAN		CPI-SC0DF13E412	ALB	0.001	0.001	0.0	0.001	0.001	0.001	0.0	0.004	0.001	0.0	0.0	0.001	0.002	0.0	0.003	0.001	0.001	0.001	0.0	0.001	0.001	0.002	0.0	0.002	0.0	0.0	0.0	0.001	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.001	0.002	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.004	0.0	0.002	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS04256AA73	ALCAM	0.322	0.416	0.198	0.186	2.769	0.122	0.213	0.245	0.559	1.983	0.163	0.551	1.17	1.226	1.748	0.193	0.193	0.457	0.27	0.061	2.365	0.058	0.189	0.112	0.518	1.786	0.174	0.26	0.877	1.039	1.34	0.104	0.422	0.239	0.111	0.165	2.518	0.289	0.243	0.601	0.436	1.734	0.098	0.552	1.051	0.93	0.276	0.265	0.343	0.213	0.133	2.496	0.094	0.208	0.108	0.562	1.829	0.161	0.581	1.228	1.091	1.323	0.181	0.507	0.41	0.383	0.152	2.65	0.125	0.297	0.148	0.201	1.644	0.21	0.432	1.187	1.239	2.117	0.181
BAG6	P46379	False	BAG6_HUMAN		CPI-SS051AA0057	BAG6	0.2	0.192	0.22	0.273	0.182	0.244	0.125	0.192	0.278	0.208	0.152	0.201	0.253	0.195	0.168	0.231	0.195	0.18	0.23	0.279	0.201	0.293	0.131	0.162	0.245	0.209	0.142	0.193	0.235	0.19	0.274	0.228	0.19	0.142	0.202	0.259	0.179	0.208	0.136	0.163	0.223	0.211	0.219	0.186	0.222	0.172	0.216	0.198	0.163	0.212	0.252	0.225	0.257	0.118	0.161	0.262	0.196	0.136	0.189	0.248	0.134	0.272	0.227	0.229	0.248	0.225	0.227	0.185	0.235	0.121	0.159	0.254	0.253	0.115	0.202	0.196	0.169	0.254	0.214
NCR3LG1	Q68D85	False	NR3L1_HUMAN		CPI-SS0B2D99280	NCR3LG1	0.053	0.028	0.031	0.046	0.203	0.01	0.019	0.017	0.007	0.198	0.002	0.048	0.046	0.006	0.007	0.039	0.018	0.016	0.036	0.037	0.217	0.004	0.009	0.005	0.007	0.161	0.003	0.01	0.012	0.008	0.017	0.024	0.045	0.0	0.026	0.055	0.235	0.009	0.017	0.016	0.005	0.181	0.024	0.05	0.032	0.004	0.027	0.042	0.031	0.03	0.036	0.182	0.005	0.013	0.0	0.007	0.172	0.005	0.037	0.052	0.012	0.007	0.042	0.031	0.014	0.043	0.025	0.202	0.005	0.018	0.013	0.006	0.186	0.006	0.024	0.043	0.008	0.007	0.042
BST2	Q10589	False	BST2_HUMAN		CPI-SS0D3064F3D	BST2	0.254	0.002	0.0	0.0	0.185	0.029	0.286	0.003	0.056	0.445	0.592	0.664	0.001	0.09	0.0	0.902	0.219	0.001	0.003	0.001	0.277	0.027	0.31	0.001	0.135	0.47	0.726	0.528	0.001	0.083	0.0	0.679	0.09	0.0	0.001	0.001	0.374	0.116	0.248	0.005	0.04	0.428	0.611	0.409	0.001	0.197	0.757	0.433	0.0	0.003	0.0	0.163	0.024	0.19	0.01	0.064	0.421	0.526	0.655	0.0	0.122	0.0	0.601	0.101	0.0	0.062	0.001	0.279	0.064	0.24	0.0	0.194	0.436	0.482	0.318	0.0	0.045	0.0	0.53
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	CD200	0.019	0.22	0.005	0.258	0.003	0.537	0.006	0.499	0.029	0.009	0.003	0.006	0.0	0.082	0.117	0.189	0.049	0.307	0.057	0.207	0.007	0.563	0.013	0.554	0.025	0.061	0.009	0.051	0.001	0.106	0.207	0.407	0.061	0.212	0.001	0.21	0.016	0.43	0.007	0.639	0.022	0.009	0.004	0.012	0.0	0.12	0.083	0.012	0.254	0.008	0.262	0.006	0.529	0.01	0.278	0.02	0.002	0.002	0.006	0.0	0.09	0.199	0.282	0.022	0.31	0.008	0.221	0.009	0.65	0.008	0.371	0.092	0.006	0.005	0.008	0.001	0.129	0.169	0.154
CD226	Q15762	False	CD226_HUMAN		CPI-SS06207F70E	CD226	0.015	0.012	0.001	0.01	0.028	0.012	0.444	0.014	0.028	0.097	0.037	0.004	0.032	0.033	0.003	0.014	0.015	0.012	0.001	0.01	0.073	0.012	0.491	0.008	0.024	0.163	0.02	0.007	0.011	0.029	0.002	0.013	0.016	0.094	0.001	0.009	0.098	0.006	0.561	0.004	0.018	0.05	0.058	0.006	0.016	0.028	0.015	0.014	0.007	0.002	0.011	0.033	0.008	0.47	0.004	0.027	0.112	0.012	0.006	0.031	0.014	0.002	0.014	0.007	0.002	0.001	0.01	0.034	0.007	0.484	0.0	0.009	0.074	0.08	0.007	0.025	0.016	0.008	0.01
CD248	Q9HCU0	False	CD248_HUMAN		CPI-SS095632066	CD248	0.5	0.004	0.015	0.003	0.0	0.001	0.006	0.032	0.033	0.002	0.004	0.109	0.0	0.017	0.0	0.007	0.493	0.004	0.002	0.003	0.001	0.001	0.002	0.045	0.016	0.001	0.008	0.16	0.001	0.031	0.0	0.004	0.581	0.0	0.024	0.003	0.0	0.004	0.017	0.039	0.019	0.002	0.01	0.149	0.0	0.011	0.005	0.46	0.006	0.01	0.001	0.002	0.002	0.006	0.015	0.019	0.003	0.002	0.097	0.0	0.037	0.002	0.003	0.804	0.0	0.004	0.017	0.0	0.003	0.017	0.015	0.015	0.001	0.004	0.113	0.0	0.011	0.002	0.002
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS0D7DB794A	CD274	0.013	0.006	0.007	0.038	0.126	0.028	0.035	0.055	0.007	0.234	0.197	0.017	0.013	0.007	0.0	0.082	0.01	0.004	0.005	0.021	0.116	0.017	0.029	0.027	0.006	0.279	0.131	0.007	0.007	0.006	0.0	0.043	0.016	0.0	0.002	0.03	0.258	0.025	0.039	0.049	0.007	0.144	0.263	0.009	0.012	0.009	0.044	0.01	0.003	0.006	0.033	0.101	0.017	0.033	0.018	0.006	0.267	0.214	0.016	0.031	0.015	0.0	0.054	0.009	0.007	0.004	0.027	0.069	0.02	0.037	0.07	0.014	0.096	0.142	0.012	0.016	0.01	0.008	0.055
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS09D4B2070	CD274	0.013	0.006	0.007	0.038	0.126	0.028	0.035	0.055	0.007	0.234	0.197	0.017	0.013	0.007	0.0	0.082	0.01	0.004	0.005	0.021	0.116	0.017	0.029	0.027	0.006	0.279	0.131	0.007	0.007	0.006	0.0	0.043	0.016	0.0	0.002	0.03	0.258	0.025	0.039	0.049	0.007	0.144	0.263	0.009	0.012	0.009	0.044	0.01	0.003	0.006	0.033	0.101	0.017	0.033	0.018	0.006	0.267	0.214	0.016	0.031	0.015	0.0	0.054	0.009	0.007	0.004	0.027	0.069	0.02	0.037	0.07	0.014	0.096	0.142	0.012	0.016	0.01	0.008	0.055
PDCD1LG2	Q9BQ51	False	PD1L2_HUMAN		CPI-SS08DF7B12C	PDCD1LG2	0.047	0.006	0.003	0.007	0.02	0.007	0.001	0.053	0.004	0.097	0.013	0.013	0.001	0.004	0.003	0.047	0.077	0.007	0.003	0.006	0.036	0.03	0.003	0.062	0.004	0.187	0.052	0.014	0.003	0.015	0.0	0.044	0.049	0.0	0.007	0.009	0.015	0.008	0.003	0.05	0.006	0.045	0.023	0.013	0.001	0.004	0.04	0.055	0.007	0.004	0.008	0.019	0.009	0.002	0.048	0.003	0.123	0.037	0.014	0.001	0.004	0.016	0.034	0.041	0.007	0.002	0.006	0.016	0.006	0.002	0.068	0.002	0.071	0.022	0.012	0.001	0.007	0.006	0.027
CD276	Q5ZPR3	False	CD276_HUMAN		CPI-SS0C724345A	CD276	0.263	0.075	0.047	0.049	0.195	0.14	0.007	0.045	0.158	0.185	0.121	0.258	0.097	0.056	0.014	0.022	0.179	0.083	0.027	0.044	0.166	0.175	0.005	0.04	0.128	0.149	0.074	0.107	0.069	0.058	0.031	0.018	0.272	0.051	0.085	0.053	0.147	0.09	0.003	0.063	0.147	0.129	0.113	0.186	0.079	0.054	0.009	0.245	0.079	0.05	0.04	0.195	0.135	0.003	0.022	0.159	0.19	0.075	0.217	0.1	0.068	0.011	0.027	0.444	0.084	0.033	0.047	0.211	0.07	0.006	0.082	0.158	0.192	0.095	0.285	0.084	0.055	0.013	0.015
CD320	Q9NPF0	False	CD320_HUMAN		CPI-SS00216A960	CD320	0.112	0.074	0.016	0.066	0.021	0.348	0.082	0.123	0.125	0.006	0.011	0.095	0.041	0.091	0.014	0.684	0.128	0.088	0.032	0.073	0.021	0.292	0.113	0.108	0.152	0.012	0.048	0.098	0.046	0.108	0.031	0.722	0.114	0.065	0.031	0.065	0.011	0.399	0.08	0.118	0.169	0.018	0.023	0.097	0.047	0.109	0.65	0.108	0.064	0.016	0.051	0.018	0.341	0.081	0.046	0.119	0.008	0.02	0.094	0.054	0.09	0.04	0.631	0.121	0.066	0.021	0.03	0.006	0.339	0.084	0.081	0.139	0.014	0.043	0.083	0.055	0.088	0.047	0.435
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS0D9E45677	CD40LG	0.0	0.0	0.0	0.0	0.0	0.001	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.003	0.002	0.385	0.002	0.0	0.005	0.0	0.001	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.256	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.305	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.202	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS01503DD69	CD44	2.314	0.988	1.952	1.097	1.875	0.011	2.552	0.832	2.14	2.82	2.901	2.158	1.368	0.885	0.443	0.144	1.577	0.649	1.557	0.611	2.057	0.006	2.269	0.748	2.031	2.368	2.535	1.615	1.667	0.502	0.564	0.149	1.959	0.83	1.544	0.929	2.239	0.009	2.28	1.669	2.203	2.581	2.642	1.643	1.332	0.998	0.054	2.252	0.947	1.82	1.095	1.839	0.011	2.569	0.588	2.128	2.717	2.757	2.037	1.544	0.763	0.401	0.137	2.452	0.781	1.989	0.978	1.935	0.003	2.47	1.216	2.159	2.346	2.701	1.997	1.601	0.758	0.639	0.005
CD47	Q08722	False	CD47_HUMAN		CPI-SC05C71E348	CD47	0.724	0.222	0.285	0.208	0.629	0.858	0.423	0.304	0.29	0.447	0.209	0.197	0.487	0.361	0.131	0.361	0.665	0.228	0.4	0.176	0.58	0.732	0.389	0.263	0.292	0.46	0.201	0.181	0.582	0.441	0.215	0.324	0.749	0.422	0.329	0.215	0.645	0.936	0.441	0.283	0.314	0.414	0.296	0.246	0.582	0.385	0.411	0.743	0.255	0.306	0.175	0.607	0.822	0.416	0.259	0.298	0.444	0.242	0.191	0.551	0.375	0.222	0.304	0.682	0.355	0.301	0.208	0.587	0.78	0.395	0.297	0.292	0.463	0.253	0.222	0.474	0.366	0.189	0.303
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E80C8B3C	CD47	0.724	0.222	0.285	0.208	0.629	0.858	0.423	0.304	0.29	0.447	0.209	0.197	0.487	0.361	0.131	0.361	0.665	0.228	0.4	0.176	0.58	0.732	0.389	0.263	0.292	0.46	0.201	0.181	0.582	0.441	0.215	0.324	0.749	0.422	0.329	0.215	0.645	0.936	0.441	0.283	0.314	0.414	0.296	0.246	0.582	0.385	0.411	0.743	0.255	0.306	0.175	0.607	0.822	0.416	0.259	0.298	0.444	0.242	0.191	0.551	0.375	0.222	0.304	0.682	0.355	0.301	0.208	0.587	0.78	0.395	0.297	0.292	0.463	0.253	0.222	0.474	0.366	0.189	0.303
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E9015902	CD47	0.724	0.222	0.285	0.208	0.629	0.858	0.423	0.304	0.29	0.447	0.209	0.197	0.487	0.361	0.131	0.361	0.665	0.228	0.4	0.176	0.58	0.732	0.389	0.263	0.292	0.46	0.201	0.181	0.582	0.441	0.215	0.324	0.749	0.422	0.329	0.215	0.645	0.936	0.441	0.283	0.314	0.414	0.296	0.246	0.582	0.385	0.411	0.743	0.255	0.306	0.175	0.607	0.822	0.416	0.259	0.298	0.444	0.242	0.191	0.551	0.375	0.222	0.304	0.682	0.355	0.301	0.208	0.587	0.78	0.395	0.297	0.292	0.463	0.253	0.222	0.474	0.366	0.189	0.303
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	CD48	0.001	0.001	0.0	0.0	0.059	0.002	0.967	0.0	0.0	0.47	0.103	0.001	0.0	0.007	0.0	0.003	0.004	0.0	0.0	0.0	0.087	0.005	1.116	0.006	0.002	0.391	0.165	0.002	0.001	0.002	0.0	0.005	0.002	0.0	0.0	0.0	0.375	0.0	1.047	0.0	0.001	0.348	0.275	0.0	0.0	0.002	0.002	0.003	0.0	0.001	0.0	0.081	0.001	1.022	0.002	0.0	0.394	0.085	0.002	0.0	0.002	0.0	0.003	0.001	0.0	0.001	0.001	0.117	0.003	0.905	0.0	0.002	0.267	0.225	0.001	0.0	0.0	0.0	0.003
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	CD52	0.003	0.012	0.007	0.004	1.728	0.004	1.652	0.003	0.002	0.577	0.121	0.001	0.001	0.002	0.001	0.021	0.006	0.009	0.006	0.0	1.64	0.014	2.035	0.014	0.003	0.64	0.198	0.004	0.003	0.008	0.001	0.025	0.004	0.0	0.002	0.003	1.444	0.002	1.928	0.0	0.005	0.305	0.077	0.001	0.001	0.0	0.019	0.006	0.011	0.008	0.003	1.475	0.002	1.569	0.001	0.0	0.663	0.195	0.001	0.0	0.007	0.0	0.086	0.003	0.003	0.014	0.003	1.415	0.006	1.548	0.0	0.003	0.292	0.201	0.001	0.001	0.008	0.003	0.024
CD58	P19256	False	LFA3_HUMAN		CPI-SS029C16DCA	CD58	0.199	0.097	0.207	0.329	1.847	0.308	0.665	0.102	0.171	1.557	0.391	0.159	0.252	0.212	0.312	0.278	0.147	0.074	0.23	0.313	1.73	0.329	0.526	0.117	0.15	1.318	0.316	0.13	0.205	0.213	0.311	0.275	0.224	0.311	0.312	0.397	1.76	0.357	0.623	0.104	0.205	1.215	0.371	0.182	0.226	0.225	0.274	0.21	0.096	0.209	0.366	1.591	0.335	0.613	0.067	0.174	1.445	0.406	0.173	0.241	0.214	0.216	0.271	0.324	0.097	0.307	0.389	1.885	0.308	0.678	0.044	0.163	1.184	0.43	0.189	0.253	0.216	0.331	0.252
CD70	P32970	False	CD70_HUMAN		CPI-SS01999882C	CD70	0.029	0.0	0.002	0.004	0.043	0.001	0.047	0.001	0.006	0.023	0.013	0.004	0.001	0.0	0.002	0.004	0.009	0.001	0.002	0.004	0.015	0.002	0.082	0.004	0.005	0.034	0.011	0.002	0.0	0.002	0.0	0.002	0.013	0.0	0.002	0.007	0.026	0.002	0.058	0.0	0.012	0.037	0.0	0.001	0.0	0.003	0.003	0.037	0.002	0.003	0.008	0.029	0.0	0.044	0.0	0.007	0.02	0.014	0.006	0.001	0.0	0.007	0.005	0.005	0.0	0.001	0.003	0.011	0.002	0.081	0.0	0.002	0.025	0.021	0.003	0.001	0.001	0.002	0.003
CD80	P33681	False	CD80_HUMAN		CPI-SS0DC98E54D	CD80	0.001	0.001	0.0	0.001	0.059	0.001	0.015	0.002	0.002	0.134	0.004	0.001	0.001	0.0	0.0	0.004	0.001	0.002	0.0	0.001	0.087	0.0	0.03	0.001	0.001	0.286	0.027	0.001	0.001	0.0	0.0	0.006	0.0	0.0	0.001	0.002	0.183	0.002	0.02	0.003	0.001	0.104	0.007	0.001	0.001	0.003	0.005	0.001	0.002	0.001	0.001	0.058	0.001	0.024	0.008	0.001	0.125	0.0	0.001	0.003	0.002	0.0	0.005	0.0	0.0	0.0	0.002	0.115	0.0	0.036	0.0	0.001	0.109	0.013	0.001	0.004	0.0	0.0	0.003
CD86	P42081	False	CD86_HUMAN		CPI-SS0452C6098	CD86	0.0	0.001	0.0	0.0	1.959	0.001	0.003	0.001	0.0	0.907	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.649	0.002	0.002	0.001	0.0	1.161	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	1.754	0.0	0.004	0.0	0.0	0.903	0.007	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	1.714	0.0	0.005	0.0	0.0	0.909	0.0	0.001	0.0	0.003	0.011	0.0	0.0	0.0	0.002	0.0	1.989	0.001	0.008	0.0	0.002	0.814	0.0	0.001	0.0	0.005	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS08EC6823D	CD80	0.001	0.001	0.0	0.001	0.059	0.001	0.015	0.002	0.002	0.134	0.004	0.001	0.001	0.0	0.0	0.004	0.001	0.002	0.0	0.001	0.087	0.0	0.03	0.001	0.001	0.286	0.027	0.001	0.001	0.0	0.0	0.006	0.0	0.0	0.001	0.002	0.183	0.002	0.02	0.003	0.001	0.104	0.007	0.001	0.001	0.003	0.005	0.001	0.002	0.001	0.001	0.058	0.001	0.024	0.008	0.001	0.125	0.0	0.001	0.003	0.002	0.0	0.005	0.0	0.0	0.0	0.002	0.115	0.0	0.036	0.0	0.001	0.109	0.013	0.001	0.004	0.0	0.0	0.003
CD86	P42081	False	CD86_HUMAN		CPI-SS0A72C2360	CD86	0.0	0.001	0.0	0.0	1.959	0.001	0.003	0.001	0.0	0.907	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.649	0.002	0.002	0.001	0.0	1.161	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	1.754	0.0	0.004	0.0	0.0	0.903	0.007	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	1.714	0.0	0.005	0.0	0.0	0.909	0.0	0.001	0.0	0.003	0.011	0.0	0.0	0.0	0.002	0.0	1.989	0.001	0.008	0.0	0.002	0.814	0.0	0.001	0.0	0.005	0.0	0.0
CD93	Q9NPY3	False	C1QR1_HUMAN		CPI-SS0B1650B85	CD93	0.002	0.0	0.001	0.002	0.016	0.053	0.01	0.001	0.001	0.255	0.007	0.045	0.0	0.008	0.003	1.342	0.001	0.0	0.001	0.0	0.044	0.045	0.003	0.005	0.001	0.313	0.003	0.049	0.0	0.001	0.0	1.264	0.003	0.0	0.002	0.002	0.096	0.094	0.01	0.006	0.006	0.37	0.01	0.106	0.001	0.005	1.306	0.0	0.001	0.009	0.0	0.014	0.061	0.008	0.0	0.001	0.272	0.007	0.033	0.001	0.013	0.0	1.355	0.002	0.0	0.013	0.0	0.036	0.02	0.004	0.0	0.005	0.259	0.008	0.127	0.003	0.004	0.0	1.145
CD96	P40200	False	TACT_HUMAN		CPI-SS03F821467	CD96	0.007	0.003	0.002	0.007	0.002	0.005	1.51	0.002	0.012	0.005	0.018	0.001	0.001	0.004	0.002	0.004	0.016	0.005	0.001	0.003	0.016	0.016	1.742	0.012	0.005	0.022	0.028	0.004	0.003	0.013	0.001	0.006	0.008	0.0	0.003	0.006	0.0	0.009	1.76	0.005	0.007	0.007	0.0	0.004	0.002	0.003	0.003	0.01	0.003	0.002	0.007	0.006	0.012	1.413	0.005	0.007	0.01	0.008	0.003	0.003	0.002	0.006	0.003	0.011	0.0	0.035	0.004	0.018	0.014	1.49	0.0	0.004	0.004	0.001	0.005	0.005	0.018	0.025	0.005
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	CD99	1.807	0.606	0.599	0.385	0.689	1.76	1.482	0.423	1.973	1.253	1.352	1.093	0.193	1.161	0.251	1.509	1.571	0.591	0.508	0.245	0.795	1.685	1.368	0.365	1.733	0.976	1.086	0.909	0.2	1.041	0.336	1.36	1.632	0.335	0.583	0.339	0.714	1.647	1.393	0.286	1.657	1.185	0.933	1.125	0.104	1.025	1.212	1.729	0.728	0.584	0.274	0.851	1.861	1.454	0.403	1.808	1.279	1.42	1.021	0.171	0.998	0.412	1.542	1.898	0.575	0.678	0.495	0.99	1.801	1.436	0.613	1.829	1.575	1.371	1.29	0.246	0.902	0.508	1.633
CHL1	O00533	False	NCHL1_HUMAN		CPI-SS0DBA22B92	CHL1	0.071	0.022	0.155	0.042	0.095	0.004	0.003	0.095	0.108	0.005	0.0	0.001	0.352	1.168	0.003	0.002	0.056	0.062	0.073	0.167	0.04	0.003	0.001	0.138	0.219	0.005	0.0	0.001	0.104	1.201	0.068	0.004	0.005	0.124	0.347	0.039	0.0	0.003	0.006	0.029	0.345	0.001	0.0	0.001	0.175	0.981	0.001	0.079	0.038	0.14	0.032	0.067	0.0	0.002	0.008	0.17	0.003	0.005	0.001	0.159	1.116	0.0	0.003	0.019	0.0	0.141	0.092	0.018	0.006	0.004	0.134	0.099	0.002	0.004	0.001	0.325	1.421	0.0	0.001
CLCF1	Q9UBD9	False	CLCF1_HUMAN		CPI-SC08497FAC9	CLCF1	0.109	0.02	0.035	0.041	0.011	0.11	0.077	0.152	0.098	0.142	0.059	0.049	0.177	0.163	0.0	0.138	0.056	0.016	0.015	0.025	0.02	0.128	0.042	0.079	0.044	0.077	0.041	0.038	0.068	0.074	0.0	0.092	0.176	0.112	0.028	0.031	0.072	0.114	0.079	0.207	0.038	0.106	0.033	0.04	0.101	0.191	0.121	0.098	0.01	0.024	0.036	0.018	0.12	0.056	0.032	0.127	0.121	0.02	0.064	0.145	0.152	0.0	0.147	0.173	0.0	0.028	0.032	0.041	0.083	0.048	0.105	0.009	0.063	0.037	0.065	0.065	0.128	0.0	0.117
CNTF	P26441	False	CNTF_HUMAN		CPI-SC05C95A92C	CNTF	0.001	0.002	0.003	0.002	0.003	0.001	0.003	0.001	0.004	0.005	0.001	0.001	0.001	0.022	0.002	0.001	0.001	0.001	0.001	0.001	0.003	0.001	0.002	0.001	0.002	0.004	0.004	0.001	0.0	0.059	0.001	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.0	0.001	0.007	0.006	0.001	0.001	0.027	0.001	0.002	0.002	0.003	0.002	0.001	0.003	0.002	0.0	0.005	0.004	0.008	0.001	0.001	0.043	0.0	0.001	0.002	0.0	0.002	0.002	0.002	0.001	0.001	0.0	0.003	0.004	0.007	0.001	0.002	0.046	0.0	0.001
CRLF2	Q9HC73	False	CRLF2_HUMAN		CPI-SC047CEF2DD	CRLF2	0.001	0.001	0.002	0.001	0.245	0.001	0.014	0.0	0.001	0.28	0.559	0.001	0.002	0.001	0.0	0.007	0.001	0.001	0.005	0.001	0.152	0.0	0.006	0.001	0.001	0.214	0.478	0.001	0.002	0.0	0.001	0.004	0.0	0.0	0.0	0.001	0.233	0.001	0.008	0.0	0.0	0.173	0.586	0.001	0.001	0.002	0.003	0.0	0.0	0.002	0.002	0.171	0.002	0.012	0.0	0.002	0.212	0.545	0.0	0.001	0.0	0.0	0.005	0.001	0.0	0.002	0.0	0.271	0.002	0.01	0.0	0.002	0.163	0.672	0.001	0.001	0.002	0.003	0.013
TSLP	Q969D9	False	TSLP_HUMAN		CPI-SC090068F7B	TSLP	0.017	0.009	0.047	0.032	0.003	0.006	0.0	0.106	0.003	0.01	0.026	0.011	0.008	0.034	0.015	0.032	0.016	0.027	0.035	0.033	0.004	0.006	0.001	0.06	0.004	0.006	0.056	0.002	0.016	0.019	0.011	0.04	0.016	0.045	0.032	0.025	0.0	0.001	0.0	0.099	0.003	0.018	0.003	0.019	0.03	0.028	0.028	0.019	0.009	0.04	0.041	0.003	0.005	0.001	0.063	0.002	0.007	0.02	0.012	0.02	0.027	0.017	0.043	0.012	0.004	0.039	0.039	0.0	0.007	0.003	0.005	0.003	0.014	0.016	0.006	0.011	0.02	0.036	0.039
EPO	P01588	False	EPO_HUMAN		CPI-SS087A17AD6	EPO	0.001	0.0	0.0	0.001	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.002	0.001	0.002	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.008	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
