	Female_FB_FB_M1	Female_FB_FB_M2	Female_FB_FB_M3	Female_FB_FB_M4	Female_FB_FB_M5	Female_FB_FB_M6	Female_FB_FB_M7	Female_HFC_HFC_M1	Female_HFC_HFC_M2	Female_HFC_HFC_M3	Female_HFC_HFC_M4	Female_KC_Channel_KC_Channel_M1	Female_KC_Channel_KC_Channel_M2	Female_KC_KC_M1	Female_KC_KC_M2	Female_KC_KC_M3	Female_KC_KC_M4	Female_KC_KC_M5	Female_KC_KC_M6	Female_LC_LC_M1	Female_LC_LC_M2	Female_LC_LC_M3	Female_LC_LC_M4	Female_MEL_MEL_M1	Female_Mac-DC_Mac-DC_M1	Female_Mac-DC_Mac-DC_M2	Female_Mast_Mast_M1	Female_Mast_Mast_M2	Female_Mast_Mast_M3	Female_Mast_Mast_M4	Female_Mast_Mast_M5	Female_Mast_Mast_M6	Female_Pc-vSMC_Pc-vSMC_M1	Female_Pc-vSMC_Pc-vSMC_M2	Female_SGC_SGC_M1	Female_SGC_SGC_M2	Female_Schwann_Schwann_M1	Male_FB_FB_M1	Male_FB_FB_M2	Male_FB_FB_M3	Male_FB_FB_M4	Male_FB_FB_M5	Male_FB_FB_M6	Male_FB_FB_M7	Male_FB_FB_M8	Male_KC_KC_M1	Male_KC_KC_M2	Male_KC_KC_M3	Male_KC_KC_M4	Male_KC_KC_M5	Male_MEL_MEL_M1	Male_MEL_MEL_M2	Male_Mac-DC_Mac-DC_M1	Male_Pc-vSMC_Pc-vSMC_M1	Male_Schwann_Schwann_M1	Male_Schwann_Schwann_M2	Male_Schwann_Schwann_M3	Male_Schwann_Schwann_M4	Male_Schwann_Schwann_M5	FB	HFC	KC	KC_Channel	LC	LEC	Lymphocyte	Mac-DC	Mast	MEC	MEL	Pc-vSMC	Schwann	Sebocyte	SGC	VEC	arteriole.ECs	Basal.Ker.ADGRL3	Basal.Ker.COL17A1	capillary.ECs	cDC1	cDC2	Channel-ATPase_1	Channel-ATPase_2	Channel-ATPase_3	Channel-gap_1	Channel-gap_2	Clear.cell.CA2	Clear.cell.WFDC2	cytotoxic T cells	Dark.cell.MUCL1	EMT.ECs	Granular.Ker	helper T cells	HF-MFCs	HF-MSCs	HF-PCs	Hillock-Club.Epi	ILC3	IRS	KC.Mel	LC1	LC2	LEC1	LEC2	M1	M2	Mel_1	Mel_2	Memory B cells	Merkel	Mesenchymal.Fb	Mesenchymal.Fb.COCH	Mesenchymal.Fb.FGFBP2	Mesenchymal.Fb.INHBA	MigDC	MigLC	Monocytes	NKT cells	ORS	Papillary.Fb	Pc1	Pc2	Pc3	Plasma cells	post-capillary-venule.ECs	Pro-inflammatory.Fb	Progenitor.Mel	Proliferating.Ker	Regulatory T cells	SCs_1	SCs_2	Spinous.Ker	Spinous.Ker.ADGRL3	Sweat_gland_duct_cell	Transitional.Ker	venule.ECs	vSMC1	vSMC2
Male_FB_FB_M8	0.000257	0.004065	0.657145	0.000149	0.142942	0.000001	0.000498	0.135169	0.000077	0.057280	0.031203	0.126615	0.052662	0.171541	0.006276	0.000104	0.031140	0.961252	0.000000	0.009437	0.000001	0.000206	0.000139	0.005805	0.605372	0.782637	0.020082	0.000625	0.227446	0.565929	0.173272	0.397042	0.000004	0.000000	0.930488	0.004375	0.000539	0.000000	0.000000	0.000000	0.000000	0.000572	0.000000	0.000000	0.000000	0.001238	0.000000	0.000000	0.655434	0.000000	0.000015	0.000000	0.000001	0.000000	0.587707	0.001259	0.108340	0.961327	0.198721	0.612516	0.066506	0.220133	0.008614	0.194116	0.000028	0.408218	0.908927	0.470168	0.377504	0.614719	0.902789	0.586919	0.923570	0.221358	0.448082	0.987179	0.875143	0.304771	0.139892	0.410378	0.004047	0.095144	0.270220	0.000161	0.000092	0.002031	0.104876	0.370099	0.334791	0.487953	0.162558	0.207146	0.172785	0.005638	0.002049	0.113533	0.647310	0.098103	0.531596	0.459060	0.279702	0.744402	0.000064	0.004696	0.557918	0.069778	0.437920	0.847104	0.022165	0.345915	0.201146	0.458482	0.060922	0.478091	0.616585	0.275967	0.196607	0.369905	0.003941	0.018765	0.001873	0.134353	0.024519	0.014525	0.080027	0.650396	0.556322	0.000144	0.373483	0.195251	0.662517	0.397192	0.980168	0.105129	0.244667	0.100412	0.081476	0.001974
Male_KC_KC_M1	0.721744	0.047015	0.401986	0.745633	0.940007	0.108856	0.092656	0.879905	0.876452	0.365844	0.716478	0.000007	0.025125	0.033690	0.000037	0.000776	0.000000	0.027333	0.581194	0.891097	0.048200	0.040774	0.013689	0.527758	0.003467	0.347536	0.942809	0.540450	0.841483	0.768824	0.773350	0.002229	0.753621	0.901324	0.353404	0.246516	0.021514	0.000000	0.000000	0.000001	0.000000	0.000000	0.001003	0.000108	0.001238	0.000000	0.000000	0.000000	0.001660	0.000000	0.000000	0.000000	0.000066	0.000020	0.867487	0.000222	0.633286	0.802793	0.892528	0.833922	0.190306	0.001329	0.000666	0.935798	0.000000	0.180845	0.199231	0.370045	0.040314	0.026048	0.655393	0.531439	0.968075	0.002177	0.541573	0.244584	0.647807	0.398290	0.273522	0.565122	0.602364	0.000945	0.092053	0.015411	0.002150	0.001969	0.006609	0.034998	0.004161	0.002899	0.063226	0.000001	0.709244	0.109869	0.152604	0.389177	0.068548	0.394247	0.414101	0.017993	0.270431	0.240698	0.000005	0.000141	0.106021	0.088039	0.566196	0.059535	0.002320	0.126377	0.072135	0.989433	0.013096	0.623845	0.900704	0.860373	0.072058	0.055940	0.091137	0.724931	0.579301	0.933377	0.155217	0.050848	0.075890	0.512764	0.782870	0.000001	0.429784	0.442601	0.655405	0.000880	0.445588	0.013783	0.694211	0.001927	0.941343	0.010738
Male_KC_KC_M2	0.133340	0.008544	0.985035	0.087466	0.141576	0.043360	0.994598	0.336932	0.016733	0.029510	0.025354	0.079664	0.316660	0.289896	0.000720	0.235682	0.017206	0.388019	0.075275	0.594269	0.562959	0.988701	0.900442	0.295579	0.000811	0.100938	0.248601	0.235158	0.591072	0.529457	0.300378	0.044098	0.029187	0.140680	0.879366	0.127613	0.055460	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000542	0.000000	0.000000	0.000000	0.000000	0.000000	0.503724	0.000021	0.237136	0.927453	0.814904	0.386087	0.310220	0.070935	0.007831	0.190623	0.000000	0.227076	0.009082	0.549613	0.361776	0.382839	0.110747	0.095912	0.523032	0.096005	0.766764	0.750812	0.812026	0.420620	0.546273	0.316353	0.657868	0.025881	0.072205	0.430991	0.017459	0.045859	0.146407	0.106493	0.000234	0.076425	0.046904	0.003141	0.951274	0.208503	0.106357	0.136261	0.010466	0.439316	0.948254	0.086375	0.110489	0.602435	0.000000	0.000000	0.416825	0.000126	0.796276	0.430214	0.009358	0.003940	0.000164	0.496157	0.254121	0.670725	0.842853	0.167373	0.056654	0.262786	0.071926	0.846097	0.406361	0.513410	0.640972	0.015230	0.032444	0.943217	0.974007	0.000240	0.359652	0.079378	0.127174	0.026555	0.734437	0.253048	0.127064	0.159265	0.261155	0.000006
Male_KC_KC_M3	0.037408	0.000365	0.914576	0.060448	0.073934	0.000740	0.498720	0.090026	0.000083	0.018603	0.052571	0.613362	0.142563	0.812475	0.000001	0.430942	0.172944	0.204653	0.000613	0.528803	0.051150	0.293721	0.108190	0.159492	0.002834	0.056999	0.065840	0.139242	0.240994	0.893565	0.222011	0.409987	0.021697	0.008012	0.829008	0.009162	0.007485	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020936	0.000000	0.000000	0.000000	0.000000	0.000000	0.949710	0.000000	0.956993	0.695254	0.453245	0.510960	0.272625	0.149587	0.421561	0.201832	0.000000	0.463074	0.025529	0.245034	0.358192	0.194757	0.346778	0.579794	0.878687	0.559708	0.239084	0.528703	0.944560	0.103510	0.968407	0.436002	0.151049	0.419732	0.618470	0.921820	0.510974	0.207584	0.571505	0.420089	0.010649	0.456349	0.005197	0.003763	0.867853	0.101899	0.024568	0.131622	0.120360	0.484068	0.695335	0.033930	0.233785	0.712548	0.000002	0.000000	0.230915	0.000048	0.683932	0.346226	0.007813	0.119646	0.000033	0.472313	0.339438	0.480542	0.533346	0.211411	0.029826	0.402042	0.093091	0.255132	0.085657	0.907815	0.469100	0.089173	0.008206	0.932156	0.668446	0.000056	0.643029	0.522887	0.437578	0.022046	0.820544	0.790799	0.289348	0.869011	0.171034	0.000126
Male_KC_KC_M4	0.000000	0.000172	0.000000	0.000163	0.000000	0.000095	0.000000	0.011372	0.912570	0.114848	0.960949	0.000072	0.000003	0.000000	0.000000	0.000032	0.000000	0.000000	0.059829	0.170753	0.511831	0.379894	0.147693	0.000000	0.017566	0.432233	0.209080	0.289301	0.710548	0.967773	0.494335	0.142775	0.002680	0.000382	0.005399	0.000073	0.842747	0.508959	0.155232	0.004549	0.118716	0.020912	0.706797	0.189036	0.655434	0.001660	0.000542	0.020936	0.000000	0.003783	0.192141	0.285251	0.405527	0.968987	0.845196	0.248834	0.295448	0.045302	0.050799	0.102558	0.000003	0.883514	0.011056	0.001519	0.226930	0.000000	0.011937	0.387820	0.371850	0.001719	0.410569	0.285995	0.131939	0.214323	0.194373	0.772969	0.000000	0.000796	0.858091	0.000466	0.199848	0.103813	0.068687	0.247728	0.006524	0.001413	0.506007	0.201620	0.028935	0.173150	0.958175	0.647851	0.000000	0.000755	0.009560	0.000022	0.217881	0.835859	0.693928	0.886156	0.024774	0.000001	0.203126	0.520096	0.032972	0.116328	0.000012	0.012187	0.543051	0.910573	0.049608	0.000157	0.128830	0.000001	0.017662	0.020233	0.978383	0.589398	0.000158	0.843343	0.994166	0.210185	0.239688	0.075387	0.224112	0.464235	0.223825	0.477942	0.000000	0.304265	0.555947	0.092549	0.000000	0.431279	0.043691	0.016370	0.799824	0.191924
Male_KC_KC_M5	0.020477	0.004700	0.787994	0.010552	0.161428	0.000063	0.243802	0.019585	0.000028	0.003602	0.003760	0.444876	0.212304	0.765387	0.000199	0.563897	0.972334	0.114270	0.000048	0.251667	0.000570	0.001568	0.029954	0.157554	0.004667	0.174642	0.036376	0.002453	0.197753	0.691629	0.202131	0.932633	0.004725	0.001753	0.612668	0.000366	0.012943	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003783	0.000000	0.000000	0.000000	0.000000	0.000000	0.562272	0.000186	0.752268	0.869699	0.544721	0.051746	0.297175	0.511059	0.747600	0.145833	0.000000	0.233166	0.001761	0.045001	0.794635	0.314101	0.040151	0.159828	0.791784	0.637206	0.417251	0.630121	0.838761	0.553775	0.623595	0.128427	0.318699	0.670204	0.641161	0.213901	0.579874	0.996467	0.948420	0.425385	0.001771	0.407309	0.028253	0.166697	0.863408	0.238633	0.064461	0.054681	0.167397	0.810272	0.547472	0.130126	0.152126	0.454642	0.000000	0.000000	0.269157	0.000000	0.627200	0.474491	0.009720	0.324947	0.000000	0.741135	0.879884	0.756960	0.783981	0.170393	0.042826	0.340033	0.040728	0.432795	0.206936	0.333896	0.446476	0.033533	0.021848	0.197824	0.794897	0.000698	0.540357	0.069974	0.315205	0.307007	0.755173	0.828346	0.014302	0.698449	0.005010	0.000005
Male_MEL_MEL_M1	0.020029	0.134671	0.148592	0.048195	0.007596	0.834150	0.337761	0.448254	0.648880	0.069450	0.566813	0.071716	0.351204	0.562086	0.029914	0.519572	0.070927	0.489345	0.365179	0.947982	0.951755	0.602422	0.616056	0.025090	0.003547	0.192794	0.315619	0.233833	0.409527	0.922197	0.198271	0.011162	0.003941	0.045304	0.532912	0.839674	0.034590	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000015	0.000000	0.000000	0.000000	0.192141	0.000000	0.000000	0.000000	0.000000	0.000000	0.893057	0.000155	0.589712	0.762459	0.866092	0.959248	0.625278	0.002882	0.070283	0.110823	0.000000	0.599185	0.089163	0.609935	0.073654	0.244411	0.702428	0.125137	0.771694	0.099331	0.605963	0.591782	0.154963	0.847465	0.735679	0.787315	0.960165	0.150214	0.155092	0.354382	0.228766	0.118947	0.069130	0.178584	0.017976	0.105136	0.054680	0.000046	0.093691	0.635938	0.987877	0.496289	0.001832	0.685996	0.260018	0.017148	0.022353	0.693304	0.000167	0.000000	0.306692	0.013572	0.229429	0.193364	0.026998	0.000022	0.013314	0.173716	0.046500	0.097851	0.222047	0.147319	0.074744	0.682913	0.748412	0.459430	0.241843	0.533497	0.270884	0.185436	0.035789	0.354748	0.704255	0.000010	0.612934	0.172930	0.104987	0.000417	0.208225	0.281180	0.446902	0.447322	0.770610	0.002217
Male_MEL_MEL_M2	0.000082	0.043800	0.084249	0.000130	0.000348	0.085480	0.010990	0.001983	0.000459	0.000051	0.000719	0.563296	0.368098	0.137937	0.040090	0.433559	0.987548	0.383852	0.027044	0.769245	0.017635	0.086179	0.079455	0.007141	0.006621	0.033564	0.082303	0.020558	0.287996	0.772960	0.116685	0.364556	0.000055	0.000128	0.093814	0.675073	0.004396	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.285251	0.000000	0.000000	0.000000	0.000000	0.000000	0.856764	0.000000	0.785790	0.790387	0.474216	0.370239	0.190991	0.112290	0.508810	0.006062	0.000000	0.891782	0.013297	0.283577	0.623088	0.645398	0.050293	0.203199	0.975272	0.801253	0.119421	0.807470	0.035278	0.800252	0.962249	0.899566	0.412892	0.518405	0.465352	0.329190	0.636893	0.908365	0.627350	0.863303	0.000517	0.872935	0.015918	0.000629	0.121306	0.455003	0.706613	0.487980	0.055242	0.396559	0.521134	0.021418	0.025477	0.384482	0.000002	0.000000	0.708269	0.000020	0.112586	0.482830	0.005158	0.012102	0.000199	0.055535	0.960239	0.020831	0.558650	0.012212	0.052536	0.435499	0.597181	0.595958	0.450090	0.799025	0.461369	0.030568	0.001264	0.594049	0.634411	0.000239	0.455855	0.168969	0.161576	0.006325	0.069018	0.413813	0.348404	0.723694	0.015171	0.000002
Male_Mac-DC_Mac-DC_M1	0.000029	0.587651	0.009502	0.000013	0.000334	0.251484	0.008259	0.030018	0.090379	0.098534	0.056679	0.039322	0.136718	0.046233	0.739286	0.046809	0.093831	0.046930	0.023348	0.726828	0.008371	0.035508	0.069887	0.003469	0.000000	0.572436	0.931520	0.022694	0.096337	0.031486	0.004510	0.216665	0.000000	0.000069	0.103753	0.802863	0.455621	0.000000	0.000000	0.000002	0.000000	0.000000	0.000124	0.000000	0.000001	0.000066	0.000000	0.000000	0.405527	0.000000	0.000000	0.000000	0.000000	0.000000	0.018438	0.006498	0.486987	0.796779	0.139839	0.001775	0.420390	0.514795	0.982555	0.004136	0.000000	0.480502	0.000242	0.030136	0.744340	0.338933	0.003843	0.019988	0.292163	0.448150	0.271706	0.881897	0.068798	0.616196	0.797928	0.136982	0.876199	0.749805	0.903716	0.296458	0.676455	0.556610	0.527187	0.646872	0.093204	0.416025	0.201443	0.317828	0.098705	0.298294	0.557164	0.498562	0.022532	0.904357	0.441964	0.782377	0.010633	0.233982	0.000114	0.000000	0.593570	0.000000	0.307999	0.421824	0.177674	0.047205	0.000001	0.467706	0.411268	0.039349	0.246472	0.022885	0.083237	0.981135	0.557361	0.168180	0.909526	0.269652	0.691686	0.183493	0.032112	0.033803	0.828356	0.362947	0.732246	0.026318	0.069725	0.971968	0.016496	0.346194	0.075426	0.530077	0.001158	0.000000
Male_Pc-vSMC_Pc-vSMC_M1	0.000000	0.472380	0.010393	0.000000	0.001053	0.091830	0.000025	0.000056	0.010525	0.000308	0.011239	0.000864	0.032235	0.003227	0.616747	0.000736	0.014598	0.036972	0.023317	0.709800	0.000037	0.000335	0.001533	0.003651	0.002222	0.717714	0.940650	0.009593	0.776752	0.279547	0.038589	0.749158	0.000000	0.000000	0.008944	0.401283	0.115615	0.000000	0.000000	0.000002	0.000000	0.000039	0.000211	0.000000	0.000000	0.000020	0.000000	0.000000	0.968987	0.000000	0.000000	0.000000	0.000000	0.000000	0.079841	0.013160	0.414036	0.534175	0.733472	0.005795	0.074391	0.145923	0.001037	0.000001	0.000001	0.236971	0.006269	0.181180	0.171366	0.028523	0.000375	0.002995	0.785322	0.004698	0.007453	0.437876	0.001358	0.188866	0.999743	0.836004	0.433326	0.008373	0.022212	0.000543	0.053054	0.031186	0.042308	0.030500	0.037238	0.012542	0.716519	0.242220	0.023537	0.102553	0.130132	0.245120	0.139339	0.556002	0.031707	0.238020	0.000205	0.268778	0.000217	0.000001	0.989737	0.000001	0.013939	0.016064	0.069050	0.048423	0.000080	0.118283	0.011975	0.011322	0.596346	0.000004	0.116195	0.081242	0.119965	0.842988	0.465866	0.466376	0.534412	0.049551	0.000070	0.008918	0.969435	0.314198	0.040518	0.003487	0.008753	0.686810	0.001757	0.018048	0.009658	0.045354	0.000000	0.000000
Male_Schwann_Schwann_M1	0.357533	0.000386	0.068651	0.338122	0.205776	0.060939	0.570257	0.329027	0.824912	0.714540	0.771694	0.012012	0.654894	0.220312	0.124964	0.576611	0.129210	0.116233	0.093299	0.041965	0.698587	0.130684	0.859840	0.168658	0.005711	0.842964	0.001415	0.930934	0.369677	0.001653	0.497999	0.330324	0.136616	0.714653	0.070059	0.424510	0.000000	0.311932	0.192918	0.103235	0.747706	0.982883	0.219072	0.348466	0.587707	0.867487	0.503724	0.949710	0.845196	0.562272	0.893057	0.856764	0.018438	0.079841	0.000000	0.000000	0.000034	0.294212	0.000040	0.000001	0.088454	0.000240	0.350920	0.127168	0.010058	0.275074	0.000009	0.000754	0.265461	0.012529	0.000010	0.000023	0.449823	0.230876	0.992541	0.749534	0.148292	0.100312	0.919917	0.005204	0.042826	0.102138	0.839669	0.241060	0.212098	0.220037	0.188882	0.789773	0.445552	0.238221	0.308196	0.068578	0.222006	0.113148	0.170702	0.066060	0.773049	0.059737	0.437040	0.009460	0.305432	0.271432	0.044755	0.007461	0.131886	0.000000	0.169291	0.012673	0.811092	0.070985	0.000000	0.196357	0.080388	0.073041	0.467415	0.160468	0.063720	0.976172	0.840856	0.000527	0.000818	0.000001	0.128687	0.921699	0.710802	0.006137	0.458135	0.000063	0.993653	0.000004	0.002506	0.004643	0.019586	0.550895	0.462247	0.547335	0.055088	0.001522
Male_Schwann_Schwann_M2	0.141946	0.000013	0.796365	0.239696	0.277791	0.015175	0.510967	0.587240	0.193621	0.340124	0.134995	0.624724	0.573986	0.710600	0.006748	0.607106	0.220183	0.342894	0.007655	0.183647	0.247624	0.633628	0.106070	0.542544	0.608578	0.059143	0.001871	0.280334	0.775372	0.084237	0.234546	0.182287	0.408357	0.038956	0.286656	0.453749	0.000000	0.000086	0.000744	0.000000	0.000000	0.000126	0.000085	0.000896	0.001259	0.000222	0.000021	0.000000	0.248834	0.000186	0.000155	0.000000	0.006498	0.013160	0.000000	0.000000	0.035368	0.251785	0.010304	0.025321	0.428229	0.029592	0.671355	0.269361	0.253681	0.108513	0.414025	0.467380	0.198511	0.417958	0.157199	0.007056	0.856561	0.311666	0.532312	0.528812	0.983731	0.982266	0.760890	0.260962	0.102780	0.948409	0.894773	0.340257	0.489603	0.179934	0.141095	0.489705	0.001884	0.386851	0.012437	0.021078	0.415256	0.314327	0.462530	0.246075	0.483300	0.022264	0.107958	0.029635	0.489143	0.882693	0.398949	0.199110	0.160516	0.783741	0.759166	0.314618	0.080403	0.458407	0.566372	0.937359	0.285338	0.743068	0.720186	0.250663	0.838599	0.208989	0.915612	0.005608	0.001174	0.003713	0.647590	0.174939	0.333974	0.246322	0.460457	0.000054	0.418557	0.003032	0.122076	0.019166	0.605974	0.579876	0.815740	0.724407	0.623185	0.406660
Male_Schwann_Schwann_M3	0.687566	0.707401	0.666592	0.206290	0.570602	0.056349	0.484903	0.585865	0.932479	0.970108	0.221099	0.457098	0.548895	0.464599	0.468383	0.118749	0.201384	0.436196	0.429529	0.079781	0.418363	0.186893	0.855558	0.785522	0.094293	0.070585	0.723270	0.114462	0.041802	0.896401	0.586103	0.624717	0.976608	0.030446	0.257981	0.256205	0.000000	0.913955	0.417411	0.570146	0.434555	0.397737	0.344790	0.843288	0.108340	0.633286	0.237136	0.956993	0.295448	0.752268	0.589712	0.785790	0.486987	0.414036	0.000034	0.035368	0.000000	0.017718	0.547515	0.030753	0.726771	0.045631	0.600721	0.502135	0.241006	0.918522	0.006987	0.334861	0.793302	0.081332	0.006122	0.000179	0.595817	0.889972	0.494490	0.304488	0.675014	0.213424	0.659158	0.194091	0.274139	0.862859	0.849237	0.542602	0.117758	0.188224	0.405539	0.695864	0.711833	0.595798	0.097392	0.177355	0.890098	0.742012	0.530712	0.875134	0.837103	0.299317	0.898340	0.170349	0.792588	0.815834	0.757385	0.018726	0.078753	0.001347	0.099693	0.145303	0.428419	0.582642	0.002423	0.367236	0.469683	0.602580	0.734870	0.282004	0.216819	0.069716	0.379877	0.074972	0.012494	0.003894	0.005331	0.993394	0.571198	0.623518	0.530272	0.004163	0.572664	0.000759	0.000578	0.261082	0.274160	0.978638	0.598136	0.510603	0.931769	0.013188
Male_Schwann_Schwann_M4	0.238989	0.183716	0.180586	0.641126	0.365595	0.394455	0.324532	0.541104	0.786243	0.321562	0.057262	0.011293	0.325353	0.082964	0.430452	0.582297	0.544744	0.380905	0.025887	0.296310	0.206344	0.520586	0.708610	0.135391	0.860314	0.443902	0.015863	0.204454	0.009741	0.151263	0.845463	0.572641	0.448933	0.473925	0.119064	0.173699	0.452031	0.553060	0.972114	0.825394	0.924867	0.957568	0.698324	0.582235	0.961327	0.802793	0.927453	0.695254	0.045302	0.869699	0.762459	0.790387	0.796779	0.534175	0.294212	0.251785	0.017718	0.000000	0.000331	0.576724	0.276250	0.892600	0.456460	0.206925	0.252065	0.445641	0.594842	0.368881	0.204416	0.959574	0.334468	0.028477	0.400945	0.381763	0.452239	0.440106	0.037538	0.920829	0.147766	0.471256	0.579649	0.279173	0.933718	0.092283	0.283932	0.980520	0.489684	0.633796	0.534085	0.477009	0.199134	0.058478	0.260394	0.172731	0.623643	0.302360	0.874062	0.135777	0.589632	0.206091	0.188966	0.086347	0.136233	0.896804	0.091865	0.415165	0.594429	0.890722	0.378510	0.439819	0.659063	0.369634	0.601761	0.553802	0.251009	0.355664	0.853794	0.638568	0.908930	0.482088	0.865446	0.895930	0.198323	0.098379	0.315399	0.444799	0.512672	0.747537	0.190193	0.096303	0.069274	0.503444	0.280752	0.183787	0.510937	0.333758	0.409435	0.103795
Male_Schwann_Schwann_M5	0.041253	0.883222	0.265392	0.569905	0.086236	0.758677	0.062411	0.000510	0.001913	0.001092	0.361345	0.627798	0.285110	0.110077	0.901678	0.831813	0.653077	0.484781	0.737541	0.648602	0.359053	0.463012	0.147548	0.064819	0.096137	0.370863	0.587378	0.971308	0.321234	0.052392	0.352677	0.054572	0.704266	0.301014	0.341392	0.158229	0.013136	0.530635	0.528992	0.966640	0.402651	0.698863	0.028674	0.147355	0.198721	0.892528	0.814904	0.453245	0.050799	0.544721	0.866092	0.474216	0.139839	0.733472	0.000040	0.010304	0.547515	0.000331	0.000000	0.038244	0.059187	0.062387	0.023861	0.788394	0.547335	0.028482	0.101683	0.607363	0.668084	0.320923	0.020346	0.034516	0.521458	0.173765	0.687567	0.851786	0.102626	0.106182	0.975482	0.120257	0.196018	0.132404	0.006321	0.604418	0.384720	0.705879	0.259502	0.045142	0.524254	0.313993	0.574055	0.264417	0.024583	0.455771	0.514051	0.074610	0.330519	0.661270	0.392688	0.052422	0.760946	0.140190	0.377977	0.911571	0.997293	0.261427	0.440924	0.149719	0.127386	0.606462	0.359041	0.033618	0.471147	0.101399	0.016014	0.547281	0.886574	0.280069	0.661298	0.054528	0.346568	0.034325	0.024055	0.254858	0.258268	0.187257	0.691238	0.009044	0.001126	0.223094	0.015276	0.008081	0.955180	0.404671	0.982778	0.507599	0.146654	0.063759
FB	0.161382	0.001955	0.116134	0.073274	0.582328	0.828091	0.671153	0.103336	0.771898	0.327799	0.147413	0.010314	0.478370	0.792672	0.442212	0.528698	0.064328	0.962094	0.612922	0.118049	0.044185	0.003800	0.439952	0.754657	0.000001	0.702292	0.018922	0.680041	0.104592	0.078589	0.011466	0.036305	0.050900	0.826774	0.074694	0.378914	0.001148	0.063520	0.524192	0.373168	0.273069	0.690079	0.202011	0.173805	0.612516	0.833922	0.386087	0.510960	0.102558	0.051746	0.959248	0.370239	0.001775	0.005795	0.000001	0.025321	0.030753	0.576724	0.038244	0.000000	0.468805	0.000000	0.932802	0.014476	0.003029	0.117647	0.000000	0.000000	0.045259	0.018352	0.000000	0.000000	0.590348	0.228188	0.009598	0.008358	0.458958	0.000168	0.008915	0.000037	0.000535	0.972937	0.489957	0.800341	0.073735	0.252410	0.117756	0.410634	0.021530	0.379359	0.023921	0.009605	0.436273	0.108142	0.824990	0.962204	0.993211	0.000500	0.000347	0.158184	0.041584	0.949293	0.011018	0.011656	0.110723	0.000000	0.600685	0.018126	0.436104	0.241556	0.000000	0.224153	0.002993	0.370000	0.355524	0.031886	0.110140	0.467377	0.757941	0.000000	0.000040	0.000000	0.000127	0.466569	0.018416	0.000000	0.380915	0.000006	0.226452	0.000001	0.000014	0.000001	0.055822	0.198910	0.012611	0.911609	0.000000	0.000009
HFC	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000024	0.408916	0.000232	0.044555	0.000358	0.003123	0.000000	0.000000	0.000533	0.000002	0.000000	0.000168	0.000211	0.492391	0.034990	0.359889	0.000000	0.715139	0.917308	0.052929	0.104735	0.646101	0.221204	0.919671	0.937978	0.000242	0.004390	0.000004	0.000631	0.508367	0.094517	0.286887	0.012009	0.480054	0.381407	0.338575	0.003908	0.066506	0.190306	0.310220	0.272625	0.000003	0.297175	0.625278	0.190991	0.420390	0.074391	0.088454	0.428229	0.726771	0.276250	0.059187	0.468805	0.000000	0.428294	0.112639	0.000061	0.643756	0.000038	0.197501	0.082831	0.484567	0.001897	0.040216	0.672132	0.825324	0.093612	0.095679	0.454121	0.000000	0.231141	0.506931	0.222392	0.134396	0.308160	0.116916	0.990706	0.597124	0.031817	0.569800	0.181211	0.817358	0.085876	0.194032	0.330616	0.000001	0.000000	0.000000	0.000000	0.481703	0.349901	0.488355	0.454362	0.004649	0.000001	0.734726	0.166732	0.382315	0.091022	0.000000	0.014863	0.877871	0.480084	0.286917	0.000088	0.151833	0.000000	0.011368	0.003759	0.247108	0.631710	0.000000	0.083120	0.011143	0.379559	0.554694	0.166087	0.017524	0.296426	0.839007	0.188122	0.000005	0.702636	0.542397	0.076437	0.000002	0.183296	0.867291	0.095412	0.084357	0.136302
