Gene	C	Z	Pval	FDR	Module
AC007038.1	0.0394500936378039	17.966683127806615	1.7766747614429248e-72	1.98167569545557e-72	Male_MEL_M2
BEX2	0.0379969651586205	17.36180469862028	8.02975094831076e-68	8.89921442679027e-68	Male_MEL_M2
GSAP	0.0409059140155686	17.296756119209633	2.488157766432744e-67	2.7401231098689707e-67	Male_MEL_M2
NBL1	0.034917748199445	15.711770620164083	6.281054343567186e-56	6.873606640130128e-56	Male_MEL_M1
UNC80	0.0353315195717896	15.65962968455508	1.4277752532853955e-55	1.5527055879478676e-55	Male_MEL_M2
TYMS	0.0297147165592741	13.777267549454756	1.7462126727848526e-43	1.8872112115811453e-43	Male_MEL_M2
MICA	0.0295737726857615	13.583540969506558	2.507122691441089e-42	2.692835483399688e-42	Male_MEL_M2
S100A16	0.0308943094506419	13.06377471566532	2.6515808161500677e-39	2.8305218528227708e-39	Male_MEL_M1
ZFPM2	0.028761090239709	12.336557825373868	2.8782344944624877e-35	3.0537365977833715e-35	Male_MEL_M1
STRIP2	0.0258090390635653	11.121376542960189	4.9368337627040875e-29	5.20611560430613e-29	Male_MEL_M2
B4GALNT4	0.0255227438845085	10.714928354358063	4.331215131447037e-27	4.5399483907938825e-27	Male_MEL_M2
VAV3	0.0210927599420848	9.219227074801184	1.496247323963261e-20	1.5496847283905204e-20	Male_MEL_M1
ZNF518B	0.0109926133870808	5.104273458616307	1.66033901204387e-07	1.6699363473736033e-07	Male_MEL_M1
MGP	0.958188101621358	527.5789308793208	0.0	0.0	Female_MEL_M1
MARCH3	0.9128670475544464	494.7640613222644	0.0	0.0	Female_MEL_M1
STS	0.8766971578164012	461.0259746490642	0.0	0.0	Female_MEL_M1
GMFG	0.7940859016191759	398.1435668077623	0.0	0.0	Female_MEL_M1
GPX3	0.7918089555644668	390.2188091533719	0.0	0.0	Female_MEL_M1
PAMR1	0.7080718001612094	325.8001309118212	0.0	0.0	Female_MEL_M1
ARHGDIB	0.584105758927349	267.55471614955843	0.0	0.0	Female_MEL_M1
MYL9	0.1995242075310117	73.11611317867957	0.0	0.0	Female_MEL_M1
CCL19	0.9264650185195276	785.4164186321149	0.0	0.0	Female_Pc-vSMC_M2
POSTN	0.9221696355638076	784.6980771740136	0.0	0.0	Female_Pc-vSMC_M2
CD36	0.8217727405468704	661.7266770886744	0.0	0.0	Female_Pc-vSMC_M1
AL603840.1	0.7845075260214429	622.4148479072566	0.0	0.0	Female_Pc-vSMC_M2
SGIP1	0.7492799486734647	619.4046483438963	0.0	0.0	Female_Pc-vSMC_M2
CCL26	0.7694385693865875	597.2853174931303	0.0	0.0	Female_Pc-vSMC_M2
HS6ST3	0.7569573399847203	569.1837788114228	0.0	0.0	Female_Pc-vSMC_M1
BASP1	0.650117994044495	555.8697298123527	0.0	0.0	Female_Pc-vSMC_M2
SLC8A1	0.6829964613061391	555.2647880584278	0.0	0.0	Female_Pc-vSMC_M2
SEMA4A	0.6729296326364331	545.8332330062359	0.0	0.0	Female_Pc-vSMC_M2
ENPEP	0.6450817241593779	541.6381734295923	0.0	0.0	Female_Pc-vSMC_M2
EGFL6	0.6446112791991673	528.736640986734	0.0	0.0	Female_Pc-vSMC_M2
RAMP1	0.6233295433582228	521.215480143924	0.0	0.0	Female_Pc-vSMC_M1
TNFAIP2	0.6096201403125716	496.4821078622965	0.0	0.0	Female_Pc-vSMC_M2
FOSB	0.5971066706322771	494.2307750866544	0.0	0.0	Female_Pc-vSMC_M2
CCL21	0.6436072737705242	483.4702749628015	0.0	0.0	Female_Pc-vSMC_M2
SGCD	0.6293227219430003	465.79265564132106	0.0	0.0	Female_Pc-vSMC_M1
CYSLTR2	0.566090887277631	450.6906357372923	0.0	0.0	Female_Pc-vSMC_M2
FMO3	0.5883931892855538	449.543147431157	0.0	0.0	Female_Pc-vSMC_M2
CA4	0.5878646643231263	441.224410961374	0.0	0.0	Female_Pc-vSMC_M1
IGFBP6	0.5396382879951653	428.7957010059221	0.0	0.0	Female_Pc-vSMC_M1
IGFBP2	0.5616384052378285	412.2950562110672	0.0	0.0	Female_Pc-vSMC_M1
NTNG1	0.5444588424175805	403.7570828222944	0.0	0.0	Female_Pc-vSMC_M2
NR2F1	0.4915574264072915	392.9005343701788	0.0	0.0	Female_Pc-vSMC_M2
ADH1B	0.5434576471771919	392.823763788651	0.0	0.0	Female_Pc-vSMC_M2
CCL13	0.5533241335003174	356.9886477909921	0.0	0.0	Female_Pc-vSMC_M2
LINC01088	0.5005732743322383	346.3090378173044	0.0	0.0	Female_Pc-vSMC_M1
FHL2	0.4206375387414378	339.1795220385187	0.0	0.0	Female_Pc-vSMC_M1
KRT18	0.4814334301153483	330.9458007843071	0.0	0.0	Female_Pc-vSMC_M1
LINC00632	0.4285300106661436	322.6528833407005	0.0	0.0	Female_Pc-vSMC_M1
ANOS1	0.4378034780310254	303.19858253374287	0.0	0.0	Female_Pc-vSMC_M1
IRF8	0.3857306299717803	297.5867224621224	0.0	0.0	Female_Pc-vSMC_M2
ADAMTS2	0.3605387627762365	276.76270370681743	0.0	0.0	Female_Pc-vSMC_M2
AQP1	0.3665242817240446	272.4895134377467	0.0	0.0	Female_Pc-vSMC_M1
PDE4B	0.3799296662007968	264.55274163481755	0.0	0.0	Female_Pc-vSMC_M1
THSD4	0.3703185151907024	263.17983057773944	0.0	0.0	Female_Pc-vSMC_M1
PIM1	0.3055220687588262	254.178622122284	0.0	0.0	Female_Pc-vSMC_M2
FRMD4B	0.35037538281873	237.2207854702063	0.0	0.0	Female_Pc-vSMC_M1
LINC01505	0.3705877038428535	235.8248711935958	0.0	0.0	Female_Pc-vSMC_M1
RUNX3	0.3349761133083635	230.17939998139747	0.0	0.0	Female_Pc-vSMC_M1
CASC15	0.332824382199832	228.12501653446387	0.0	0.0	Female_Pc-vSMC_M1
RBP5	0.3012982639624671	226.0064990432754	0.0	0.0	Female_Pc-vSMC_M2
PAX3	0.3527547289762988	222.36530776382236	0.0	0.0	Female_Pc-vSMC_M2
PAMR1	0.3353413360357991	220.6068431985732	0.0	0.0	Female_Pc-vSMC_M1
TRHDE	0.3285327739515998	219.59055378043385	0.0	0.0	Female_Pc-vSMC_M2
COL13A1	0.3070978944086383	212.8782825597905	0.0	0.0	Female_Pc-vSMC_M1
OLFML2B	0.2644264163483857	209.34948201921128	0.0	0.0	Female_Pc-vSMC_M1
SHROOM3	0.2721320769220887	186.7270701777421	0.0	0.0	Female_Pc-vSMC_M1
FHIT	0.2621569966907686	183.12286036671617	0.0	0.0	Female_Pc-vSMC_M1
CNR1	0.2521373723457616	182.7600511969156	0.0	0.0	Female_Pc-vSMC_M2
PRELP	0.2386886469764272	180.1872987465159	0.0	0.0	Female_Pc-vSMC_M1
TNXB	0.2428655547011622	179.27046592388885	0.0	0.0	Female_Pc-vSMC_M1
IRX2	0.2348497644517374	178.48584027400582	0.0	0.0	Female_Pc-vSMC_M2
MASP1	0.262259140600082	174.72543341866134	0.0	0.0	Female_Pc-vSMC_M1
TDO2	0.2458515908380771	173.13534899502542	0.0	0.0	Female_Pc-vSMC_M2
RSPO4	0.2257129115132891	166.32934824188254	0.0	0.0	Female_Pc-vSMC_M2
C5orf38	0.2356263223144713	166.0416972468807	0.0	0.0	Female_Pc-vSMC_M2
TPD52L1	0.2409432750614675	163.62124275646863	0.0	0.0	Female_Pc-vSMC_M1
HECW2	0.2343163712831225	159.38080126748173	0.0	0.0	Female_Pc-vSMC_M1
MCM10	0.2161522548728948	151.22601773403696	0.0	0.0	Female_Pc-vSMC_M2
COL15A1	0.2243306980261684	150.196501253716	0.0	0.0	Female_Pc-vSMC_M1
ITGA6	0.2118419305009193	149.09753875373335	0.0	0.0	Female_Pc-vSMC_M1
MAOB	0.2147134321626136	144.2218163856553	0.0	0.0	Female_Pc-vSMC_M1
SEMA5B	0.2038834277880011	139.4172002491614	0.0	0.0	Female_Pc-vSMC_M1
CBFA2T3	0.1450506838178303	115.30364746025512	0.0	0.0	Female_Pc-vSMC_M2
HOXA10	0.1649434587938449	109.06114618443696	0.0	0.0	Female_Pc-vSMC_M1
ATRNL1	0.1590755706764429	107.67770060287016	0.0	0.0	Female_Pc-vSMC_M1
FGF13	0.1394390295885775	100.70765220033476	0.0	0.0	Female_Pc-vSMC_M1
AGT	0.1495350279774187	97.49384569023188	0.0	0.0	Female_Pc-vSMC_M1
AL357873.1	0.1462323261369706	96.16088262831806	0.0	0.0	Female_Pc-vSMC_M2
CCDC141	0.1445124143382337	93.55424394417132	0.0	0.0	Female_Pc-vSMC_M1
ECEL1	0.1281574997011885	92.17468166259955	0.0	0.0	Female_Pc-vSMC_M2
CPXM2	0.1364319736611388	87.3358442702173	0.0	0.0	Female_Pc-vSMC_M1
SPAG17	0.1265723091346795	83.38539851950694	0.0	0.0	Female_Pc-vSMC_M1
CORIN	0.123097924179994	76.7223841710619	0.0	0.0	Female_Pc-vSMC_M1
HOXA13	0.117149679184026	76.49480599639871	0.0	0.0	Female_Pc-vSMC_M1
GNG2	0.113194136924378	72.37324503819876	0.0	0.0	Female_Pc-vSMC_M1
SPON2	0.0892392896196302	63.73833210426293	0.0	0.0	Female_Pc-vSMC_M1
LINC01116	0.0871585692611362	63.62333883756512	0.0	0.0	Female_Pc-vSMC_M2
LYPD1	0.0908002965918182	62.333800636830105	0.0	0.0	Female_Pc-vSMC_M2
TRMT9B	0.0797204222058086	57.09317201816019	0.0	0.0	Female_Pc-vSMC_M1
GABRR2	0.0697991279280563	46.65778310232448	0.0	0.0	Female_Pc-vSMC_M2
VWF	0.0673418912986989	46.07054344770755	0.0	0.0	Female_Pc-vSMC_M1
SCGB2A2	0.0786839859403202	43.55295968653092	0.0	0.0	Female_Pc-vSMC_M1
NOSTRIN	0.0559200677564454	37.98814721891881	0.0	0.0	Female_Pc-vSMC_M1
KRT15	0.0493885458099667	29.95962452903095	1.6484116343769582e-197	1.7351701414494293e-197	Female_Pc-vSMC_M1
SELE	0.02121722137107	11.363754049656691	3.168103146867039e-30	3.2327583131296325e-30	Female_Pc-vSMC_M1
CXCL8	0.8101932448533599	251.71816118239312	0.0	0.0	Female_LC_M1
HLA-DRB5	0.7982604482692165	227.1348570155299	0.0	0.0	Female_LC_M1
PTPRM	0.7164164934206237	210.2933186571915	0.0	0.0	Female_LC_M2
MMP12	0.7336600003211925	208.1526152053024	0.0	0.0	Female_LC_M1
BCL2A1	0.6677361964426939	206.9432296380529	0.0	0.0	Female_LC_M1
TBC1D4	0.659177852077473	194.5603297377677	0.0	0.0	Female_LC_M2
PID1	0.6842989240073102	194.18789609082	0.0	0.0	Female_LC_M1
CLEC10A	0.6171472581917291	189.8310905196033	0.0	0.0	Female_LC_M1
CXCR4	0.6074347732339731	181.73982501679583	0.0	0.0	Female_LC_M1
NRCAM	0.623883776942164	180.1535667223415	0.0	0.0	Female_LC_M2
MS4A6A	0.5127259664762777	154.27620396366342	0.0	0.0	Female_LC_M1
DNASE1L3	0.5149415903122423	153.1647775592208	0.0	0.0	Female_LC_M1
CCR7	0.4961673712209333	145.33298363999796	0.0	0.0	Female_LC_M1
HPGDS	0.4885671781315368	142.8962403845028	0.0	0.0	Female_LC_M2
MYC	0.478905379698103	142.26289457016958	0.0	0.0	Female_LC_M4
COL21A1	0.4850549815446816	137.91857708476417	0.0	0.0	Female_LC_M3
NLRP3	0.4595013989749159	132.85451926722274	0.0	0.0	Female_LC_M1
GPR65	0.4006128618678747	121.2676233943742	0.0	0.0	Female_LC_M4
APOC2	0.4014189826966437	118.61007108078248	0.0	0.0	Female_LC_M2
TRPM4	0.3546773621563603	107.51684540353791	0.0	0.0	Female_LC_M2
SOX5	0.3834284872628722	105.0516120369764	0.0	0.0	Female_LC_M2
MREG	0.3415007462300973	100.13916274655772	0.0	0.0	Female_LC_M4
MS4A7	0.3600152499141495	99.54532552898554	0.0	0.0	Female_LC_M1
PLEKHM3	0.3515789436113613	98.35591170382575	0.0	0.0	Female_LC_M2
EVA1C	0.3222876876869263	91.87271699350283	0.0	0.0	Female_LC_M2
C1orf21	0.3193281957687474	87.652534454139	0.0	0.0	Female_LC_M2
P3H2	0.3238635830760897	85.75482390511665	0.0	0.0	Female_LC_M1
MAMLD1	0.3025514854918582	84.81661806707358	0.0	0.0	Female_LC_M1
AL355838.1	0.2774337742176237	73.36339949696205	0.0	0.0	Female_LC_M2
MYO6	0.2424736178011075	71.19888148507493	0.0	0.0	Female_LC_M2
AL035446.2	0.2139036723211631	57.36780720922211	0.0	0.0	Female_LC_M3
MAN1A1	0.1941889376109874	55.74763860261803	0.0	0.0	Female_LC_M3
EPCAM	0.1831956094030897	54.76480547035871	0.0	0.0	Female_LC_M2
ANK3	0.2179458133070976	53.85984837472661	0.0	0.0	Female_LC_M4
NEK11	0.1843313874638993	49.33126747568125	0.0	0.0	Female_LC_M2
POU2F2	0.1840826752687417	47.83355544707821	0.0	0.0	Female_LC_M3
LONRF3	0.1732108362472305	46.7956008926879	0.0	0.0	Female_LC_M2
DISC1	0.1544195298869757	44.40540680057247	0.0	0.0	Female_LC_M3
ZRANB3	0.1517864536462795	42.77429508629821	0.0	0.0	Female_LC_M3
FPR1	0.1468849719259206	42.28250765258132	0.0	0.0	Female_LC_M1
FKBP11	0.1381160535992575	42.03761414501589	0.0	0.0	Female_LC_M2
SPATA5	0.1450068856491214	40.74005563550785	0.0	0.0	Female_LC_M3
PCBP3	0.1401186917849249	40.59401838634563	0.0	0.0	Female_LC_M2
MRTFB	0.1456561013060594	39.6342011169232	0.0	0.0	Female_LC_M3
MAGI1	0.1530747214262052	39.02278175058505	0.0	0.0	Female_LC_M2
TJP2	0.1325084056917502	38.91863602303857	0.0	0.0	Female_LC_M2
AL356124.1	0.1354725469325787	37.629486262249344	3.54248755455996e-310	9.02987023711364e-310	Female_LC_M3
LAT2	0.1285532430042013	36.67036733088346	1.083771885137929e-294	2.7094297128448224e-294	Female_LC_M1
PDZD8	0.1259439092249516	36.38967726863963	3.0999738832045344e-290	7.603709524841312e-290	Female_LC_M1
HLA-DOB	0.121253224786338	34.67069781964119	1.0893402119499351e-263	2.6224856954350292e-263	Female_LC_M4
MARC2	0.1079144042851525	31.13130731443789	4.541673550815793e-213	1.0734864756473693e-212	Female_LC_M2
FURIN	0.0948733710729261	29.53748017102601	4.755153649492143e-192	1.1038749543463904e-191	Female_LC_M1
FAM222B	0.0969689483122714	28.300256800194287	1.7154145333731364e-176	3.912348935763294e-176	Female_LC_M2
PAM	0.1012611691714601	27.6741613062178	7.145905394203025e-169	1.6016684504248162e-168	Female_LC_M1
MYEF2	0.0948603667980526	27.30950421604698	1.6354783208506494e-164	3.543536361843073e-164	Female_LC_M2
POLR2A	0.0926802191170316	26.876407508396458	2.0726386142493858e-159	4.4170986861052484e-159	Female_LC_M3
FHL2	0.0899488773542496	26.72100659960043	1.3417550995236739e-157	2.8133574667431874e-157	Female_LC_M2
AKAP11	0.0938051489517448	26.549332228696585	1.3071009633142339e-155	2.697192463981753e-155	Female_LC_M3
DHTKD1	0.090501986855671	25.87723885732954	6.0077974019851335e-148	1.2203338472782299e-147	Female_LC_M3
SAP130	0.0884642448595176	25.15087234162685	6.912403938200105e-140	1.382480787640021e-139	Female_LC_M3
DUOX1	0.0854490944822257	24.92501489594308	1.992839083386896e-137	3.925289103640856e-137	Female_LC_M1
PHETA1	0.0840056685627064	24.716431702179623	3.5606831578915155e-135	6.908788216804434e-135	Female_LC_M3
FAM126B	0.0834204440924909	24.474459092406796	1.3818555269984306e-132	2.6417826251440583e-132	Female_LC_M2
LY75	0.0828469270260988	24.21834092524199	7.129898460858965e-130	1.3433142027705296e-129	Female_LC_M3
ST3GAL3	0.0857471783978119	23.86754395412346	3.3290555475497104e-126	6.182531731163748e-126	Female_LC_M3
NMB	0.0814734597577531	23.04362552932329	8.520713379029123e-118	1.5601306186954734e-117	Female_LC_M1
DIS3L2	0.0826507250903492	22.599237208209217	2.2046110946256538e-113	3.980547809740765e-113	Female_LC_M3
MRM2	0.0774228309570886	22.379164431052818	3.1405227883249855e-111	5.592711814825317e-111	Female_LC_M2
PDCD11	0.0766087692286912	21.99876074270093	1.479771089751983e-107	2.599597860375105e-107	Female_LC_M3
AMBRA1	0.0748264264580984	21.5717606902041	1.654293096830314e-103	2.867441367839211e-103	Female_LC_M4
ARMCX4	0.0754385765668144	21.56972022088227	1.728894889019316e-103	2.9573202049014616e-103	Female_LC_M2
ZNF438	0.0750179377927942	21.534064981343708	3.734327121982808e-103	6.304708128022922e-103	Female_LC_M3
TBC1D14	0.0700533135953069	20.25246601533518	1.689470454439664e-91	2.8157840907327733e-91	Female_LC_M3
CCDC69	0.0659177917107903	19.6305107384949	4.24287089393396e-86	6.981939445714111e-86	Female_LC_M2
SYNRG	0.0666216636537867	19.3841169844758	5.254662188890724e-84	8.538826056947425e-84	Female_LC_M3
SDE2	0.0581697883293278	18.08853732789842	1.961815285943174e-73	3.1101949655196665e-73	Female_LC_M2
CEP164	0.0608466579682694	17.503507789851167	6.73556246614792e-69	1.0549676151797948e-68	Female_LC_M3
JAG1	0.0574968694396741	17.41446557867307	3.2042247354254317e-68	4.9589192333965015e-68	Female_LC_M1
RCOR3	0.060770229765479	16.715724307355437	5.03445603514645e-63	7.699756289047512e-63	Female_LC_M3
ATAD2	0.0544838728363526	16.59808721408862	3.597368989881217e-62	5.4378833567971885e-62	Female_LC_M3
NEU3	0.0580787381177559	16.499406573602613	1.852579260962656e-61	2.7682218841970725e-61	Female_LC_M4
CCDC32	0.0543979453547662	16.176795966392596	3.67610849755831e-59	5.4306148259384135e-59	Female_LC_M2
HPRT1	0.0512207810888102	15.608407593650773	3.1904904118224188e-55	4.6602668936731954e-55	Female_LC_M4
ZDHHC17	0.0549738535045708	15.564634777057062	6.3295319524640136e-55	9.142657264670243e-55	Female_LC_M3
ZMYND11	0.0503837183795237	14.97352177875318	5.468635035799931e-51	7.812335765428475e-51	Female_LC_M2
TOPBP1	0.0511277990793514	14.695959045288676	3.421142288566736e-49	4.834222799061692e-49	Female_LC_M2
DIS3	0.048140278201177	14.23902398032834	2.6227270218690194e-46	3.58899487203129e-46	Female_LC_M4
RRP15	0.0477137589935827	14.15036641670586	9.289335743567404e-46	1.2579308819414192e-45	Female_LC_M4
EFTUD2	0.0462352922731089	13.719222986480398	3.894785377012921e-43	5.166552030731426e-43	Female_LC_M4
DDX42	0.0449760270680633	13.34441354933843	6.383566992797947e-41	8.382461707714475e-41	Female_LC_M3
GMPS	0.0429993656675855	12.954068533649089	1.1141217008729267e-38	1.4483582111348046e-38	Female_LC_M3
ZNF121	0.0440054164594127	12.932430938000255	1.476655197055662e-38	1.9006453031409514e-38	Female_LC_M4
STX18	0.043790505078902	12.367989249085538	1.9472444370675592e-35	2.4576871535804147e-35	Female_LC_M3
UTP18	0.0394880634746542	12.078577928651422	6.853490328684658e-34	8.40522398800949e-34	Female_LC_M3
ABCD3	0.03802477120504	11.339502662783424	4.1809153385842354e-30	4.9864127891371595e-30	Female_LC_M3
ELMOD3	0.0383522344676907	11.1412786483315	3.9488608898018754e-29	4.6247920331012963e-29	Female_LC_M4
PINX1	0.0370556019541465	10.716903750621546	4.2397261922915966e-27	4.9211107589098885e-27	Female_LC_M4
E2F6	0.0345998007501208	10.27952767120314	4.3576828582385975e-25	4.926076274530589e-25	Female_LC_M4
DLGAP1	0.0340220602865992	9.920712908164043	1.6916545110254297e-23	1.895819710631947e-23	Female_LC_M4
ZNF529	0.0328180144455534	9.467411445598096	1.4343211975173949e-21	1.5801843701462829e-21	Female_LC_M4
UNK	0.028543259566434	8.354516742331267	3.2850564799604903e-17	3.500470019630031e-17	Female_LC_M2
SF3A3	0.0276401849048928	8.085791381400673	3.0880914025070285e-16	3.263836441674095e-16	Female_LC_M3
AC005261.1	0.0236272178634638	7.100059960365854	6.235138702018658e-13	6.536838961793755e-13	Female_LC_M4
DES	0.9233322901425012	780.9737219998227	0.0	0.0	Male_Pc-vSMC_M1
PCP4	0.9229912906977168	772.7959602844642	0.0	0.0	Male_Pc-vSMC_M1
ACTG2	0.8500523663892154	701.8632701000357	0.0	0.0	Male_Pc-vSMC_M1
PCDH7	0.830260132489025	690.0721255771857	0.0	0.0	Male_Pc-vSMC_M1
IGFBP2	0.8087032758590512	662.1536398007299	0.0	0.0	Male_Pc-vSMC_M1
SULF1	0.8023719974991232	657.3026208023143	0.0	0.0	Male_Pc-vSMC_M1
CNN1	0.7785892651864695	648.1644402897533	0.0	0.0	Male_Pc-vSMC_M1
HS6ST3	0.8262226546804055	636.1371491753786	0.0	0.0	Male_Pc-vSMC_M1
RBFOX1	0.7676956769814096	623.6400349202827	0.0	0.0	Male_Pc-vSMC_M1
CSRP1	0.6504888945545869	541.4097307396805	0.0	0.0	Male_Pc-vSMC_M1
FGL2	0.6794009103971544	539.8007937203788	0.0	0.0	Male_Pc-vSMC_M1
PDLIM3	0.6620400994385162	537.7093809171336	0.0	0.0	Male_Pc-vSMC_M1
PRUNE2	0.6526227172610575	500.97542559840207	0.0	0.0	Male_Pc-vSMC_M1
THSD4	0.645087967017686	500.413490294425	0.0	0.0	Male_Pc-vSMC_M1
IGFBP6	0.6202884385993273	479.4971751467162	0.0	0.0	Male_Pc-vSMC_M1
CHRDL1	0.6111995485672026	460.3964699671441	0.0	0.0	Male_Pc-vSMC_M1
FHL2	0.5526254814816217	455.48726339680906	0.0	0.0	Male_Pc-vSMC_M1
FLNC	0.5965968470596457	450.3131274804848	0.0	0.0	Male_Pc-vSMC_M1
ALDH1A1	0.5981101782692757	441.565753533424	0.0	0.0	Male_Pc-vSMC_M1
NAV3	0.5534003176332117	422.6495238201005	0.0	0.0	Male_Pc-vSMC_M1
VGLL3	0.5290058659850259	411.4358735865962	0.0	0.0	Male_Pc-vSMC_M1
TES	0.5057378679041568	388.0919671263559	0.0	0.0	Male_Pc-vSMC_M1
FST	0.4930602092669857	358.6018453254265	0.0	0.0	Male_Pc-vSMC_M1
RTN1	0.4893703553613377	336.1777862946724	0.0	0.0	Male_Pc-vSMC_M1
PODN	0.417854394860379	327.7843802963172	0.0	0.0	Male_Pc-vSMC_M1
CDC42EP3	0.4019202338523808	314.78223149468874	0.0	0.0	Male_Pc-vSMC_M1
MAOB	0.4096307920481936	299.9927933263596	0.0	0.0	Male_Pc-vSMC_M1
SHROOM3	0.4194264337839498	289.6850001171239	0.0	0.0	Male_Pc-vSMC_M1
TOX	0.3973568232842309	267.3977948878345	0.0	0.0	Male_Pc-vSMC_M1
MID1	0.3467059009345772	258.18165951285977	0.0	0.0	Male_Pc-vSMC_M1
MIR100HG	0.3362952255484553	244.59918924054884	0.0	0.0	Male_Pc-vSMC_M1
CTHRC1	0.3434497271986377	233.52041252036392	0.0	0.0	Male_Pc-vSMC_M1
SFRP2	0.3576902368752738	229.39927874457592	0.0	0.0	Male_Pc-vSMC_M1
MIR99AHG	0.3174798354972692	220.4571038285951	0.0	0.0	Male_Pc-vSMC_M1
FBLN1	0.2983142127159077	214.25050813924037	0.0	0.0	Male_Pc-vSMC_M1
RAB23	0.252536092637083	187.24917896474173	0.0	0.0	Male_Pc-vSMC_M1
ITGA11	0.2662752949110488	177.21000469990958	0.0	0.0	Male_Pc-vSMC_M1
CNTN3	0.2339768492506093	155.2910666240091	0.0	0.0	Male_Pc-vSMC_M1
HMCN1	0.2324632218456762	153.95123390920548	0.0	0.0	Male_Pc-vSMC_M1
TRIL	0.2310514902144686	150.96808931353664	0.0	0.0	Male_Pc-vSMC_M1
SSC5D	0.1728564566000348	131.03496368234545	0.0	0.0	Male_Pc-vSMC_M1
GLIPR1	0.1477769033020424	110.1108576221638	0.0	0.0	Male_Pc-vSMC_M1
TMEM30B	0.1257553469891318	92.44086350096788	0.0	0.0	Male_Pc-vSMC_M1
COCH	0.9175371249904316	1107.8116791625016	0.0	0.0	Male_FB_M7
CCL19	0.7908916802407944	903.2285118472562	0.0	0.0	Male_FB_M6
TNN	0.7509778036862804	896.2208336251937	0.0	0.0	Male_FB_M7
IGFBP6	0.6793884409936567	814.9948637363468	0.0	0.0	Male_FB_M1
MFAP5	0.6632884145739124	802.408217834207	0.0	0.0	Male_FB_M1
COL11A1	0.638065489210582	800.4932725121191	0.0	0.0	Male_FB_M7
WIF1	0.6583537990180047	790.6742888417011	0.0	0.0	Male_FB_M4
CXCL2	0.6306991172114718	741.0031515836628	0.0	0.0	Male_FB_M3
HSPA1A	0.5878493665814374	692.2669982619826	0.0	0.0	Male_FB_M3
C3	0.5782340928238914	685.3353385246417	0.0	0.0	Male_FB_M6
PDZRN4	0.5952758802984033	681.9025500095851	0.0	0.0	Male_FB_M1
NFKBIA	0.5640120393362993	667.6987884565747	0.0	0.0	Male_FB_M3
NEBL	0.5831739299435308	659.5362160706358	0.0	0.0	Male_FB_M1
HSP90AA1	0.570484986415504	656.7100772977043	0.0	0.0	Male_FB_M3
SLPI	0.5439078370835502	641.8532927772036	0.0	0.0	Male_FB_M8
DNAJA1	0.5451896340990525	640.3333086023891	0.0	0.0	Male_FB_M3
HPSE2	0.5384253757270174	631.8911882847584	0.0	0.0	Male_FB_M2
PCOLCE2	0.5275728932786776	627.9779129409683	0.0	0.0	Male_FB_M1
CILP	0.5394238174907077	627.4271862131123	0.0	0.0	Male_FB_M1
CXCL3	0.540667636376745	622.2755729893081	0.0	0.0	Male_FB_M3
CLEC2A	0.5125953356871374	598.4195562375149	0.0	0.0	Male_FB_M4
IGF1	0.5011480306020043	596.86809338202	0.0	0.0	Male_FB_M1
LUM	0.5080712340645648	595.8978872860358	0.0	0.0	Male_FB_M1
C7	0.5271209882044501	587.6071781437723	0.0	0.0	Male_FB_M6
SERTAD1	0.4836728577689571	578.9880952528646	0.0	0.0	Male_FB_M3
DIO2	0.4877929604325436	577.5628095426921	0.0	0.0	Male_FB_M2
ZNF385B	0.5105532992482362	575.1850645951203	0.0	0.0	Male_FB_M1
SPARCL1	0.479644110175965	571.6993411562504	0.0	0.0	Male_FB_M2
PRSS23	0.4799898412635825	569.4394907430847	0.0	0.0	Male_FB_M1
CXCL14	0.4826193864757273	564.320212454073	0.0	0.0	Male_FB_M4
TNXB	0.48484638066601	563.2622825487864	0.0	0.0	Male_FB_M1
CDH12	0.5042154954497478	560.1161495100725	0.0	0.0	Male_FB_M7
HSPA8	0.4772907361318757	558.4425315028182	0.0	0.0	Male_FB_M3
ID1	0.4645703532511685	553.6975249744471	0.0	0.0	Male_FB_M3
TNFAIP6	0.4653319511826669	550.3170483942599	0.0	0.0	Male_FB_M3
CPE	0.4672993365130901	550.0934527439829	0.0	0.0	Male_FB_M5
PCSK1N	0.4801646756552577	545.9055224900936	0.0	0.0	Male_FB_M4
ADH1B	0.4540655474858193	540.6712845480566	0.0	0.0	Male_FB_M8
PTGIS	0.4596234089148686	538.8863514857825	0.0	0.0	Male_FB_M1
AKAP6	0.462356950788935	532.9346969644436	0.0	0.0	Male_FB_M4
CHRDL1	0.4475904250273235	523.5755911333162	0.0	0.0	Male_FB_M1
UBE2S	0.4316036804363168	515.119708982263	0.0	0.0	Male_FB_M3
PHLDA1	0.4269504679190132	511.27934016493737	0.0	0.0	Male_FB_M3
SEMA5A	0.4393282631213601	511.1491038477997	0.0	0.0	Male_FB_M2
LINC01239	0.453223288680156	510.60640459040974	0.0	0.0	Male_FB_M1
BNC2	0.4466929160431425	509.46614814044847	0.0	0.0	Male_FB_M1
CRLF1	0.4256832830235842	505.78344506983314	0.0	0.0	Male_FB_M1
GRIA4	0.4470517595893659	498.6786972669281	0.0	0.0	Male_FB_M4
TSHZ2	0.4255576499472642	494.6133485336591	0.0	0.0	Male_FB_M1
HMOX1	0.4231558314115907	491.7878299753067	0.0	0.0	Male_FB_M3
LINC01060	0.4385677085430637	489.2794153865661	0.0	0.0	Male_FB_M2
